well,serum,dilution_factor,replicate,fastq
E3,seqneut25to26_sera_3036,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_21_S21_R1_001.fastq.gz
F3,seqneut25to26_sera_3036,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_22_S22_R1_001.fastq.gz
G3,seqneut25to26_sera_3036,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_23_S23_R1_001.fastq.gz
H3,seqneut25to26_sera_3036,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_24_S24_R1_001.fastq.gz
A4,seqneut25to26_sera_3037,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_25_S25_R1_001.fastq.gz
B4,seqneut25to26_sera_3037,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_26_S26_R1_001.fastq.gz
C4,seqneut25to26_sera_3037,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_27_S27_R1_001.fastq.gz
D4,seqneut25to26_sera_3037,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_28_S28_R1_001.fastq.gz
E4,seqneut25to26_sera_3037,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_29_S29_R1_001.fastq.gz
F4,seqneut25to26_sera_3037,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_30_S30_R1_001.fastq.gz
G4,seqneut25to26_sera_3037,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_31_S31_R1_001.fastq.gz
H4,seqneut25to26_sera_3037,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_32_S32_R1_001.fastq.gz
A5,seqneut25to26_sera_3038,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_33_S33_R1_001.fastq.gz
B5,seqneut25to26_sera_3038,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_34_S34_R1_001.fastq.gz
C5,seqneut25to26_sera_3038,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_35_S35_R1_001.fastq.gz
D5,seqneut25to26_sera_3038,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_36_S36_R1_001.fastq.gz
E5,seqneut25to26_sera_3038,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_37_S37_R1_001.fastq.gz
F5,seqneut25to26_sera_3038,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_38_S38_R1_001.fastq.gz
G5,seqneut25to26_sera_3038,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_39_S39_R1_001.fastq.gz
H5,seqneut25to26_sera_3038,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_40_S40_R1_001.fastq.gz
A6,seqneut25to26_sera_3039,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_41_S41_R1_001.fastq.gz
B6,seqneut25to26_sera_3039,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_42_S42_R1_001.fastq.gz
C6,seqneut25to26_sera_3039,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_43_S43_R1_001.fastq.gz
D6,seqneut25to26_sera_3039,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_44_S44_R1_001.fastq.gz
E6,seqneut25to26_sera_3039,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_45_S45_R1_001.fastq.gz
F6,seqneut25to26_sera_3039,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_46_S46_R1_001.fastq.gz
G6,seqneut25to26_sera_3039,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_47_S47_R1_001.fastq.gz
H6,seqneut25to26_sera_3039,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_48_S48_R1_001.fastq.gz
A7,seqneut25to26_sera_3040,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_49_S49_R1_001.fastq.gz
B7,seqneut25to26_sera_3040,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_50_S50_R1_001.fastq.gz
C7,seqneut25to26_sera_3040,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_51_S51_R1_001.fastq.gz
D7,seqneut25to26_sera_3040,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_52_S52_R1_001.fastq.gz
E7,seqneut25to26_sera_3040,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_53_S53_R1_001.fastq.gz
F7,seqneut25to26_sera_3040,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_54_S54_R1_001.fastq.gz
G7,seqneut25to26_sera_3040,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_55_S55_R1_001.fastq.gz
H7,seqneut25to26_sera_3040,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_56_S56_R1_001.fastq.gz
A8,seqneut25to26_sera_3041,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_57_S57_R1_001.fastq.gz
B8,seqneut25to26_sera_3041,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_58_S58_R1_001.fastq.gz
C8,seqneut25to26_sera_3041,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_59_S59_R1_001.fastq.gz
D8,seqneut25to26_sera_3041,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_60_S60_R1_001.fastq.gz
E8,seqneut25to26_sera_3041,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_61_S61_R1_001.fastq.gz
F8,seqneut25to26_sera_3041,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_62_S62_R1_001.fastq.gz
G8,seqneut25to26_sera_3041,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_63_S63_R1_001.fastq.gz
H8,seqneut25to26_sera_3041,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_64_S64_R1_001.fastq.gz
A9,seqneut25to26_sera_3042,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_65_S65_R1_001.fastq.gz
B9,seqneut25to26_sera_3042,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_66_S66_R1_001.fastq.gz
C9,seqneut25to26_sera_3042,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_67_S67_R1_001.fastq.gz
D9,seqneut25to26_sera_3042,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_68_S68_R1_001.fastq.gz
E9,seqneut25to26_sera_3042,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_69_S69_R1_001.fastq.gz
F9,seqneut25to26_sera_3042,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_70_S70_R1_001.fastq.gz
G9,seqneut25to26_sera_3042,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_71_S71_R1_001.fastq.gz
H9,seqneut25to26_sera_3042,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_72_S72_R1_001.fastq.gz
A10,seqneut25to26_sera_3043,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_73_S73_R1_001.fastq.gz
B10,seqneut25to26_sera_3043,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_74_S74_R1_001.fastq.gz
C10,seqneut25to26_sera_3043,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_75_S75_R1_001.fastq.gz
D10,seqneut25to26_sera_3043,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_76_S76_R1_001.fastq.gz
E10,seqneut25to26_sera_3043,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_77_S77_R1_001.fastq.gz
F10,seqneut25to26_sera_3043,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_78_S78_R1_001.fastq.gz
G10,seqneut25to26_sera_3043,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_79_S79_R1_001.fastq.gz
H10,seqneut25to26_sera_3043,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_80_S80_R1_001.fastq.gz
A11,seqneut25to26_sera_3044,40,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_81_S81_R1_001.fastq.gz
B11,seqneut25to26_sera_3044,92,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_82_S82_R1_001.fastq.gz
C11,seqneut25to26_sera_3044,212,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_83_S83_R1_001.fastq.gz
D11,seqneut25to26_sera_3044,487,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_84_S84_R1_001.fastq.gz
E11,seqneut25to26_sera_3044,1119,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_85_S85_R1_001.fastq.gz
F11,seqneut25to26_sera_3044,2575,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_86_S86_R1_001.fastq.gz
G11,seqneut25to26_sera_3044,5921,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_87_S87_R1_001.fastq.gz
H11,seqneut25to26_sera_3044,13619,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_88_S88_R1_001.fastq.gz
A12,none,,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_89_S89_R1_001.fastq.gz
B12,none,,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_90_S90_R1_001.fastq.gz
C12,none,,3,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_91_S91_R1_001.fastq.gz
D12,none,,4,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_92_S92_R1_001.fastq.gz
E12,none,,5,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_93_S93_R1_001.fastq.gz
F12,none,,6,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_94_S94_R1_001.fastq.gz
G12,none,,7,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_95_S95_R1_001.fastq.gz
H12,none,,8,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/260130_VH00319_599_AAF23LGHV/Unaligned/Project_bloom_lab/PlateB_96_S96_R1_001.fastq.gz
